iter	Logloss
450	0.1824299249
451	0.1823893606
452	0.1823521941
453	0.1822917724
454	0.1822367692
455	0.1821725088
456	0.1821074562
457	0.1820266854
458	0.1819390513
459	0.1818929871
460	0.1818389502
461	0.181759953
462	0.1816835037
463	0.1815385137
464	0.1813346311
465	0.1813049188
466	0.1812381678
467	0.181174992
468	0.1810906353
469	0.1809227584
470	0.1808170056
471	0.1807548841
472	0.1807127232
473	0.18063751
474	0.1805815121
475	0.1805453143
476	0.1804779617
477	0.1804078727
478	0.1803430507
479	0.1802696052
480	0.1801942507
481	0.1801507651
482	0.1800612923
483	0.180006773
484	0.1799470746
485	0.1798785556
486	0.1797868682
487	0.1797369864
488	0.1796864754
489	0.1796551053
490	0.1795662814
491	0.1794707515
492	0.1794078374
493	0.1793571306
494	0.1792703937
495	0.1791850551
496	0.1791303241
497	0.1790910049
498	0.1790384085
499	0.1789567627
500	0.1788926148
501	0.1788426738
502	0.1788239902
503	0.1787235887
504	0.1786770819
505	0.1786206668
506	0.1785164669
507	0.1784594315
508	0.1783372132
509	0.1782950547
510	0.1782554853
511	0.1782184467
512	0.1781614826
513	0.1780339775
514	0.1779899212
515	0.1779183447
516	0.1778616939
517	0.1777872709
518	0.1777434955
519	0.1776869069
520	0.17762994
521	0.1775665109
522	0.1774878929
523	0.1774086706
524	0.1773356285
525	0.1772440594
526	0.1771842595
527	0.1770536697
528	0.1769971855
529	0.1769310678
530	0.1769137731
531	0.1768305617
532	0.1767288584
533	0.1766979627
534	0.1766034244
535	0.1764819204
536	0.1764447745
537	0.176372087
538	0.1762597832
539	0.1761813035
540	0.1761252596
541	0.1760784779
542	0.1758812942
543	0.1758225827
544	0.1757809545
545	0.1756857886
546	0.1756170977
547	0.1755660282
548	0.1754919505
549	0.175417904
550	0.1753310021
551	0.1752922716
552	0.1752007402
553	0.1751208432
554	0.1750335359
555	0.1749872144
556	0.1748764427
557	0.1748115148
558	0.1747621835
559	0.1747035702
560	0.174637267
561	0.1745836948
562	0.1745125319
563	0.1744201018
564	0.1743850481
565	0.1743237516
566	0.1742859634
567	0.1741907546
568	0.1740339964
569	0.1739702999
570	0.1739064444
571	0.1738393777
572	0.1736700009
573	0.1736058067
574	0.1735687296
575	0.173491095
576	0.1734312533
577	0.1733614142
578	0.1733122167
579	0.1732646458
580	0.1731936714
581	0.1731350857
582	0.1730904374
583	0.1730318187
584	0.1729700289
585	0.1729191221
586	0.1728535468
587	0.1727822848
588	0.1727481333
589	0.172664468
590	0.172592727
591	0.1725602608
592	0.1724879423
593	0.17243981
594	0.1724083235
595	0.1723639576
596	0.1723210925
597	0.1722676411
598	0.1721992009
599	0.1721278134
600	0.1720853756
601	0.172010222
602	0.1719636001
603	0.1719142309
604	0.1718545835
605	0.1717530419
606	0.1716288887
607	0.1715860553
608	0.1715252669
609	0.1714718193
610	0.1714227258
611	0.171369459
612	0.1713274502
613	0.1712776602
614	0.1711824464
615	0.1711146229
616	0.1710224447
617	0.1708689068
618	0.170766035
619	0.1706646719
620	0.1706324335
621	0.1705677309
622	0.1705192943
623	0.1704251669
624	0.1703835304
625	0.170339471
626	0.1702991327
627	0.1702382181
628	0.1701702624
629	0.1700925291
630	0.1700533688
631	0.1699739391
632	0.1699330082
633	0.1698459459
634	0.1697620185
635	0.169712189
636	0.1696412307
637	0.1695942122
638	0.1695613226
639	0.169497231
640	0.1694467578
641	0.1693527233
642	0.1692923099
643	0.1692548875
644	0.1691561235
645	0.1691296198
646	0.1690283722
647	0.1689689186
648	0.1689017975
649	0.1688780457
650	0.1688211805
651	0.1687779163
652	0.1687301384
653	0.1687024016
654	0.1686573994
655	0.1685992137
656	0.1685140042
657	0.1684707824
658	0.168350102
659	0.1683031543
660	0.1682391434
661	0.1680946073
662	0.1680482878
663	0.1679966316
664	0.1679651515
665	0.1679215264
666	0.1678623532
667	0.1677960531
668	0.1677410856
669	0.1676850488
670	0.167615676
671	0.1675487334
672	0.167540236
673	0.1674942232
674	0.1674883081
675	0.1674413082
676	0.167404944
677	0.1673424471
678	0.1672537329
679	0.1671816571
680	0.167142458
681	0.1671041201
682	0.1670443133
683	0.1669609706
684	0.1669039182
685	0.1668743883
686	0.1668302321
687	0.1667692474
688	0.1666727286
689	0.1665670751
690	0.1665615407
691	0.1665426014
692	0.1664843424
693	0.1664324522
694	0.1663721261
695	0.1663070879
696	0.1660690094
697	0.1660277187
698	0.1659963646
699	0.1659154341
700	0.1658382226
701	0.1657803847
702	0.1657269788
703	0.1656955543
704	0.1656362675
705	0.1655779437
706	0.1654889672
707	0.1654430882
708	0.1654150017
709	0.1653609985
710	0.1653525833
711	0.1653257413
712	0.1652921312
713	0.1652332606
714	0.1651446756
715	0.1651357744
716	0.1650640045
717	0.1649783169
718	0.1649641366
719	0.1649331104
720	0.1649005376
721	0.1647674348
722	0.1646280247
723	0.1645082728
724	0.1643784761
725	0.1643097296
726	0.16424365
727	0.1641909001
728	0.1641433982
729	0.164100463
730	0.1640635273
731	0.1639200413
732	0.1638717577
733	0.1638168075
734	0.1637641309
735	0.1637115341
736	0.1636708414
737	0.163561444
738	0.1635105922
739	0.1634649292
740	0.1634307737
741	0.1633981542
742	0.1633523147
743	0.1632891864
744	0.163244267
745	0.1631968443
746	0.163160922
747	0.1630994533
748	0.1629829041
749	0.1629258493
750	0.1628956778
751	0.1628365914
752	0.1627817914
753	0.1627621512
754	0.1627354253
755	0.162705953
756	0.1626700336
757	0.1626401731
758	0.1625960425
759	0.1625549388
760	0.1625171879
761	0.1624811763
762	0.1624320909
763	0.1623827662
764	0.1623428385
765	0.1622910811
766	0.1622415368
767	0.1621899325
768	0.1621547189
769	0.162118477
770	0.1620588299
771	0.1620122922
772	0.1619678287
773	0.1619251194
774	0.1618875979
775	0.1618538412
776	0.1618091615
777	0.1617601592
778	0.1616939118
779	0.1616611243
780	0.1616061178
781	0.1615357093
782	0.1614761228
783	0.1614373528
784	0.161385731
785	0.1613486651
786	0.1613043268
787	0.1612801276
788	0.1612681833
789	0.1612333222
790	0.1612044139
791	0.1611675806
792	0.1611297531
793	0.1610650046
794	0.1610340997
795	0.1609960647
796	0.1609671087
797	0.1609180482
798	0.1608623713
799	0.1608027653
800	0.1607389989
801	0.1606925442
802	0.160656415
803	0.1606075375
804	0.1605558742
805	0.1604955013
806	0.1604302642
807	0.1604075516
808	0.1603952902
809	0.1603331102
810	0.1602846959
811	0.1602635755
812	0.1602557514
813	0.1602056198
814	0.1601582921
815	0.160094652
816	0.1600157896
817	0.1599860177
818	0.1599016871
819	0.1598502105
820	0.1597921034
821	0.1597480714
822	0.1597186072
823	0.1596928769
824	0.1595760257
825	0.159533189
826	0.159480322
827	0.1593874203
828	0.1593656136
829	0.1592739358
830	0.1592045214
831	0.1591308687
832	0.1590721559
833	0.1590356145
834	0.1589695798
835	0.1589624298
836	0.1588972694
837	0.1588563141
838	0.1588232964
839	0.1587828454
840	0.1587419307
841	0.1587063696
842	0.1586577775
843	0.1586217828
844	0.1585844491
845	0.1585358628
846	0.1585146239
847	0.158456908
848	0.1583993789
849	0.1583124478
850	0.1582692811
851	0.1582480805
852	0.1581667619
853	0.1581327153
854	0.1580797072
855	0.1580385069
856	0.1580313432
857	0.1578958071
858	0.1578454622
859	0.1577949298
860	0.1577510173
861	0.1576747774
862	0.1576313361
863	0.1576248522
864	0.1575804938
865	0.1575528184
866	0.1575143538
867	0.1574627274
868	0.1574164232
869	0.1573405189
870	0.1573128523
871	0.1572650266
872	0.1571745314
873	0.1571375494
874	0.15708865
875	0.1570343522
876	0.156992754
877	0.1569609962
878	0.1569219738
879	0.1568612965
880	0.1568302041
881	0.1567943239
882	0.1567547057
883	0.1567311898
884	0.1566481071
885	0.1566074534
886	0.156566845
887	0.1565170466
888	0.1564740247
889	0.1564232308
890	0.156403906
891	0.1563594701
892	0.1563031127
893	0.1562445269
894	0.1561889023
895	0.1560969441
896	0.156025203
897	0.1559767991
898	0.1559288271
899	0.1558664882
900	0.1557988622
901	0.1557698841
902	0.1557395468
903	0.1556690155
904	0.1555866606
905	0.1555221031
906	0.1554972811
907	0.1554506205
908	0.1553996851
909	0.1553116101
910	0.1552619847
911	0.1551900779
912	0.1551475319
913	0.1551036818
914	0.1550664676
915	0.1550227792
916	0.1549622303
917	0.1549058874
918	0.1548689394
919	0.1548178419
920	0.1547623234
921	0.1547105322
922	0.1546618314
923	0.1546038854
924	0.154584852
925	0.1544782285
926	0.154400504
927	0.1543794753
928	0.1543522214
929	0.1543273783
930	0.1543026377
931	0.1542451177
932	0.1542001457
933	0.1541570369
934	0.1541069816
935	0.1540655518
936	0.1540168546
937	0.1540106616
938	0.1539686518
939	0.1539397406
940	0.1538162017
941	0.1537796672
942	0.1537432387
943	0.1537188049
944	0.1536710407
945	0.1535503418
946	0.1535037095
947	0.1534555143
948	0.1534166303
949	0.1533943056
950	0.1533514495
951	0.1533161448
952	0.153289501
953	0.1532522167
954	0.1531725657
955	0.1531516685
956	0.1531060492
957	0.153064443
958	0.1530293102
959	0.1529902193
960	0.1529642295
961	0.1529257192
962	0.1528408085
963	0.152779754
964	0.1527457967
965	0.1527174048
966	0.1526709669
967	0.1526193082
968	0.1525986884
969	0.1525422003
970	0.1524988088
971	0.1524891476
972	0.1524486536
973	0.1523873773
974	0.152343618
975	0.1523066013
976	0.1522713332
977	0.1522138365
978	0.1521633964
979	0.1521459048
980	0.1520958769
981	0.1520750897
982	0.1520520235
983	0.1519939248
984	0.1519577328
985	0.1519313344
986	0.1518883969
987	0.1518673879
988	0.151833714
989	0.1517977578
990	0.151767157
991	0.1517240505
992	0.1516830031
993	0.1515803824
994	0.1515120862
995	0.1514494522
996	0.151425793
997	0.1513908077
998	0.1513352568
999	0.1512789034
